ID,price,condition,district,max_floor,street,num_rooms,region,area,url,num_bathrooms,building_type,floor,ceiling_height
5859,127000.0,newly repaired,Center,5,Teryan St,2,Yerevan,58.0,http://www.myrealty.am/en/item/35126/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.0
6103,50000.0,good,Center,5,Mashtots Ave,2,Yerevan,47.0,http://www.myrealty.am/en/item/31960/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,2.6
4999,80000.0,newly repaired,Avan,14,Tsarav Aghbyur St,3,Yerevan,110.0,http://www.myrealty.am/en/item/27073/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,4,3.2
3984,62000.0,newly repaired,Davtashen,16,Davtashen 4 district,2,Yerevan,82.0,http://www.myrealty.am/en/item/34329/2-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,other,10,2.8
5457,115000.0,newly repaired,Center,5,Vardanants St,3,Yerevan,82.0,http://www.myrealty.am/en/item/35044/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.2
5737,135000.0,newly repaired,Arabkir,14,Hambardzumyan St,4,Yerevan,120.0,http://www.myrealty.am/en/item/31705/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,9,2.8
6470,89000.0,newly repaired,Avan,10,Tsarav Aghbyur St,3,Yerevan,95.0,http://www.myrealty.am/en/item/24632/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,8,3.0
6739,125000.0,newly repaired,Center,4,Mashtots Ave,3,Yerevan,71.0,http://www.myrealty.am/en/item/21812/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,2,3.2
3243,74000.0,newly repaired,Davtashen,16,Davtashen 1 district,3,Yerevan,96.0,http://www.myrealty.am/en/item/28247/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,7,2.8
1104,200000.0,newly repaired,Center,8,M.Khorenatsi St,4,Yerevan,130.0,http://www.myrealty.am/en/item/15397/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,3,2.8
2724,85000.0,newly repaired,Arabkir,5,Komitas Ave,2,Yerevan,70.0,http://www.myrealty.am/en/item/30335/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,3.0
2079,95000.0,newly repaired,Center,5,Sayat Nova Ave,2,Yerevan,63.0,http://www.myrealty.am/en/item/16314/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,5,3.0
1977,78000.0,good,Arabkir,5,Mamikoniants St,3,Yerevan,86.0,http://www.myrealty.am/en/item/35732/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,2.8
2947,107000.0,newly repaired,Center,5,A.Manukyan St,2,Yerevan,72.0,http://www.myrealty.am/en/item/14648/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.0
1979,280000.0,newly repaired,Center,4,Mashtots Ave,4,Yerevan,111.0,http://www.myrealty.am/en/item/18181/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,2.8
2897,48000.0,good,Arabkir,5,V.Papazyan St,2,Yerevan,59.0,http://www.myrealty.am/en/item/35081/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,2.8
4134,60000.0,newly repaired,Center,9,Saryan St,1,Yerevan,41.0,http://www.myrealty.am/en/item/20199/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,8,2.8
2653,90000.0,newly repaired,Arabkir,16,A. Avetisyan St,3,Yerevan,100.0,http://www.myrealty.am/en/item/38116/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,5,2.8
1791,118000.0,newly repaired,Center,15,Aram St,2,Yerevan,62.0,http://www.myrealty.am/en/item/24234/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,5,3.0
5835,51000.0,good,Malatia-Sebastia,5,Kurghinyan St,4,Yerevan,118.0,http://www.myrealty.am/en/item/22454/4-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,stone,3,2.8
2778,73000.0,good,Center,14,Argishti St,3,Yerevan,92.0,http://www.myrealty.am/en/item/16563/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,13,2.8
4185,60000.0,newly repaired,Arabkir,9,Sose St,2,Yerevan,78.0,http://www.myrealty.am/en/item/28883/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,1,2.8
5023,185000.0,newly repaired,Center,5,Mashtots Ave,5,Yerevan,143.0,http://www.myrealty.am/en/item/29371/5-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,2.8
5017,81400.0,zero condition,Center,6,Antarayin St,2,Yerevan,74.0,http://www.myrealty.am/en/item/33095/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,3,3.2
3719,78000.0,newly repaired,Davtashen,16,Sasna tsrer St,2,Yerevan,40.0,http://www.myrealty.am/en/item/4/apartment-for-sale-in-Yerevan,1,monolit,13,2.8
1368,138000.0,newly repaired,Center,4,Charents St,4,Yerevan,123.0,http://www.myrealty.am/en/item/14842/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,4,3.2
606,158000.0,newly repaired,Center,22,Vardanants St,2,Yerevan,91.0,http://www.myrealty.am/en/item/21991/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,6,3.0
3752,80000.0,newly repaired,Avan,12,Tsarav Aghbyur St,3,Yerevan,92.0,http://www.myrealty.am/en/item/1633/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,2,other,7,3.0
1615,43000.0,good,Achapnyak,9,Leningradyan St,2,Yerevan,60.0,http://www.myrealty.am/en/item/36109/2-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,panel,8,2.8
6408,190000.0,newly repaired,Center,13,Amiryan St,2,Yerevan,95.0,http://www.myrealty.am/en/item/29568/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,5,3.0
6473,93000.0,newly repaired,Arabkir,5,Komitas Ave,4,Yerevan,105.0,http://www.myrealty.am/en/item/25504/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,3.2
6564,145000.0,newly repaired,Center,17,Sayat Nova Ave,4,Yerevan,90.0,http://www.myrealty.am/en/item/24645/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,16,3.0
568,53000.0,good,Arabkir,16,A. Avetisyan St,3,Yerevan,74.0,http://www.myrealty.am/en/item/24583/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,11,2.8
4230,59000.0,good,Center,9,NarDos St,3,Yerevan,98.0,http://www.myrealty.am/en/item/6180/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,9,2.8
5940,52000.0,good,Arabkir,14,Mamikoniants St,3,Yerevan,78.0,http://www.myrealty.am/en/item/32897/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,10,2.8
2969,65000.0,good,Center,11,Saryan St,2,Yerevan,71.0,http://www.myrealty.am/en/item/20660/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,other,9,2.8
5628,130000.0,good,Center,4,Spendiaryan St,3,Yerevan,80.0,http://www.myrealty.am/en/item/2099/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.2
1053,47000.0,good,Achapnyak,5,Leningradyan St,4,Yerevan,105.0,http://www.myrealty.am/en/item/28022/4-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,stone,1,3.0
1402,150000.0,newly repaired,Center,11,Lalayants st,3,Yerevan,83.0,http://www.myrealty.am/en/item/29537/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,5,2.8
1933,300000.0,newly repaired,Center,9,Northern Ave,3,Yerevan,120.0,http://www.myrealty.am/en/item/13219/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,3,3.0
4321,57000.0,good,Malatia-Sebastia,5,Oganov St,3,Yerevan,80.0,http://www.myrealty.am/en/item/37823/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,stone,1,2.8
3940,63000.0,newly repaired,Arabkir,10,Hambardzumyan St,2,Yerevan,67.0,http://www.myrealty.am/en/item/12601/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,8,2.8
4300,57000.0,good,Center,9,Aygestan 9 St,2,Yerevan,84.0,http://www.myrealty.am/en/item/23655/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,1,2.8
1270,115000.0,newly repaired,Arabkir,5,Hakobyan St,3,Yerevan,91.0,http://www.myrealty.am/en/item/34537/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,3.0
2556,45000.0,good,Arabkir,2,Tbilisian hightway (Arabkir),4,Yerevan,74.0,http://www.myrealty.am/en/item/27454/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,2,3.2
1041,160000.0,newly repaired,Center,6,Abovyan St,2,Yerevan,70.0,http://www.myrealty.am/en/item/13001/Apartment-for-sale-in-Yerevan,1,stone,5,3.0
2433,100000.0,good,Arabkir,18,Adonts St,3,Yerevan,75.0,http://www.myrealty.am/en/item/26851/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,16,3.0
1411,41000.0,good,Qanaqer-Zeytun,13,Rubinyants St,2,Yerevan,80.0,http://www.myrealty.am/en/item/27367/2-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,other,3,3.0
4335,55000.0,newly repaired,Arabkir,13,A.Tigranyan St,1,Yerevan,100.0,http://www.myrealty.am/en/item/24093/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,7,2.8
1904,88000.0,newly repaired,Arabkir,4,Kievyan St,3,Yerevan,90.0,http://www.myrealty.am/en/item/34174/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
4262,57000.0,newly repaired,Davtashen,11,Davtashen 4 St,3,Yerevan,85.0,http://www.myrealty.am/en/item/30949/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,other,6,2.8
566,48000.0,newly repaired,Arabkir,16,Arabkir 51 St,2,Yerevan,55.0,http://www.myrealty.am/en/item/26026/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,3,2.8
5655,32000.0,good,Malatia-Sebastia,9,A. Babajanyan St,2,Yerevan,67.0,http://www.myrealty.am/en/item/30032/2-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,8,2.8
2647,95000.0,newly repaired,Arabkir,12,Mamikoniants St,3,Yerevan,80.0,http://www.myrealty.am/en/item/28754/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,12,3.0
4792,69000.0,newly repaired,Avan,9,Isahakyan district,4,Yerevan,96.0,http://www.myrealty.am/en/item/30673/4-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,5,2.8
368,115000.0,newly repaired,Center,9,Paronyan St,3,Yerevan,80.0,http://www.myrealty.am/en/item/25547/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,other,8,2.8
2551,37000.0,good,Nor Norq,9,H. Avetisyan St,4,Yerevan,80.0,http://www.myrealty.am/en/item/24470/4-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,9,2.8
2766,155000.0,newly repaired,Center,14,Argishti St,3,Yerevan,112.0,http://www.myrealty.am/en/item/441/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,2,3.0
2503,91000.0,newly repaired,Arabkir,11,V.Vagharshyan St,3,Yerevan,91.0,http://www.myrealty.am/en/item/37097/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,5,2.8
1482,42000.0,good,Malatia-Sebastia,5,Kurghinyan St,4,Yerevan,100.0,http://www.myrealty.am/en/item/31011/4-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,stone,5,2.8
2086,50000.0,good,Achapnyak,14,Bashinjaxyan 2 alley,3,Yerevan,104.0,http://www.myrealty.am/en/item/23442/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,panel,10,2.8
3025,65000.0,newly repaired,Center,4,Tigran Mets Ave,3,Yerevan,72.0,http://www.myrealty.am/en/item/27737/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
4010,62000.0,newly repaired,Arabkir,5,N. Tigranyan St,2,Yerevan,56.0,http://www.myrealty.am/en/item/34073/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,2.6
2530,37000.0,newly repaired,Center,12,Arshakunyats Ave,2,Yerevan,40.0,http://www.myrealty.am/en/item/30276/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,9,2.8
1239,45000.0,newly repaired,Center,14,Argishti St,1,Yerevan,37.0,http://www.myrealty.am/en/item/7277/apartment-for-sale-in-Yerevan,1,monolit,11,3.0
3218,75000.0,good,Arabkir,9,A.Tigranyan St,4,Yerevan,105.0,http://www.myrealty.am/en/item/19487/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,2,2.8
3927,63000.0,newly repaired,Center,10,Tumanyan St,2,Yerevan,63.0,http://www.myrealty.am/en/item/22627/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,7,2.8
2625,95000.0,good,Center,15,D. Demirchyan St,2,Yerevan,85.0,http://www.myrealty.am/en/item/30590/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,14,2.8
3180,75000.0,good,Arabkir,9,Hambardzumyan St,3,Yerevan,78.0,http://www.myrealty.am/en/item/14057/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,5,2.8
4081,60000.0,good,Qanaqer-Zeytun,9,A. Tigranyan St,4,Yerevan,74.0,http://www.myrealty.am/en/item/34758/4-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,8,2.8
2034,118000.0,newly repaired,Center,4,Tigran Mets Ave,4,Yerevan,95.0,http://www.myrealty.am/en/item/17304/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.0
5381,120000.0,newly repaired,Center,5,Paronyan St,3,Yerevan,91.0,http://www.myrealty.am/en/item/18451/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,2.8
6026,51000.0,newly repaired,Qanaqer-Zeytun,5,Droi St,3,Yerevan,70.0,http://www.myrealty.am/en/item/14084/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,2,2.8
5552,130000.0,newly repaired,Center,14,Argishti St,3,Yerevan,104.0,http://www.myrealty.am/en/item/27375/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,3,3.0
3577,72000.0,zero condition,Center,13,Tumanyan St,3,Yerevan,55.0,http://www.myrealty.am/en/item/28893/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,4,2.8
935,125000.0,newly repaired,Center,5,Tumanyan St,2,Yerevan,65.0,http://www.myrealty.am/en/item/22222/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.0
6093,225000.0,newly repaired,Center,10,Charents St,4,Yerevan,124.0,http://www.myrealty.am/en/item/20570/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,6,3.0
3485,49000.0,good,Qanaqer-Zeytun,5,Sevak St,2,Yerevan,74.0,http://www.myrealty.am/en/item/35777/2-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,1,2.8
1376,135000.0,good,Arabkir,5,Hambardzumyan St,3,Yerevan,98.0,http://www.myrealty.am/en/item/29393/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
687,34700.0,zero condition,Malatia-Sebastia,9,Raffi St,3,Yerevan,85.0,http://www.myrealty.am/en/item/36003/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,7,2.8
5324,41000.0,good,Arabkir,5,Komitas Ave,1,Yerevan,37.0,http://www.myrealty.am/en/item/14394/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
1069,37000.0,newly repaired,Achapnyak,5,Lukashin St,2,Yerevan,51.0,http://www.myrealty.am/en/item/37433/2-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,stone,3,2.8
5114,46000.0,newly repaired,Qanaqer-Zeytun,4,K. Ulnetsi St,3,Yerevan,80.0,http://www.myrealty.am/en/item/37082/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,3,2.8
6034,80000.0,good,Avan,14,Tsarav Aghbyur St,3,Yerevan,94.0,http://www.myrealty.am/en/item/31926/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,7,3.0
2998,56000.0,good,Arabkir,9,Sundukyan St,3,Yerevan,80.0,http://www.myrealty.am/en/item/36011/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,6,2.8
3067,79000.0,good,Center,23,Tsitsernakaberd Highway,2,Yerevan,75.0,http://www.myrealty.am/en/item/30221/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,4,3.0
2705,58000.0,newly repaired,Davtashen,16,Davtashen 3 district,3,Yerevan,100.0,http://www.myrealty.am/en/item/27327/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,8,3.0
5650,63000.0,newly repaired,Malatia-Sebastia,9,Raffi St,4,Yerevan,97.0,http://www.myrealty.am/en/item/22431/4-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,7,2.8
2603,55000.0,good,Avan,11,Avan-Arinj 1 micro,3,Yerevan,98.0,http://www.myrealty.am/en/item/28426/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,4,2.8
4105,86000.0,newly repaired,Center,5,Zakyan St,2,Yerevan,54.0,http://www.myrealty.am/en/item/27647/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.0
3246,74000.0,newly repaired,Arabkir,9,Kievyan St,3,Yerevan,80.0,http://www.myrealty.am/en/item/28102/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,8,2.8
2394,56000.0,good,Nor Norq,12,Gayi Ave,3,Yerevan,85.0,http://www.myrealty.am/en/item/879/apartment-for-sale-in-Yerevan,1,other,7,2.8
242,40000.0,newly repaired,Achapnyak,16,Norashen district,4,Yerevan,96.0,http://www.myrealty.am/en/item/2038/apartment-for-sale-in-Yerevan,1,panel,14,2.8
6728,100000.0,zero condition,Center,10,Vardanants St,4,Yerevan,118.0,http://www.myrealty.am/en/item/21562/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,2,2.8
4761,36000.0,newly repaired,Achapnyak,4,Halabyan St,2,Yerevan,60.0,http://www.myrealty.am/en/item/29872/2-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,stone,4,2.8
5205,120000.0,newly repaired,Davtashen,9,Davtashen 1 district,3,Yerevan,96.0,http://www.myrealty.am/en/item/33547/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,5,2.8
3749,80000.0,zero condition,Center,4,Mashtots Ave,2,Yerevan,65.0,http://www.myrealty.am/en/item/34886/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,4,3.0
4447,224000.0,zero condition,Center,14,Aram St,4,Yerevan,126.0,http://www.myrealty.am/en/item/10414/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,4,3.0
5799,80000.0,good,Center,5,Charents St,2,Yerevan,60.0,http://www.myrealty.am/en/item/31505/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.0
3424,70000.0,newly repaired,Center,10,Tumanyan St,2,Yerevan,52.0,http://www.myrealty.am/en/item/19975/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,6,2.8
3539,75000.0,good,Center,5,Heratsi St,3,Yerevan,115.0,http://www.myrealty.am/en/item/31312/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,3,3.0
5276,62000.0,newly repaired,Arabkir,5,Komitas Ave,2,Yerevan,66.0,http://www.myrealty.am/en/item/25118/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,3.0
5454,140000.0,newly repaired,Center,7,Nalbandyan St,4,Yerevan,95.0,http://www.myrealty.am/en/item/35118/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,6,2.8
1293,180000.0,good,Center,5,D. Demirchyan St,4,Yerevan,132.0,http://www.myrealty.am/en/item/16286/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,2.8
2905,108000.0,newly repaired,Arabkir,6,Adonts St,3,Yerevan,130.0,http://www.myrealty.am/en/item/35141/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
6734,75000.0,zero condition,Arabkir,18,Keri St,3,Yerevan,97.0,http://www.myrealty.am/en/item/21709/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,7,3.0
3163,48000.0,newly repaired,Center,5,Tigran Mets Ave,2,Yerevan,48.0,http://www.myrealty.am/en/item/33141/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,2.8
868,180000.0,newly repaired,Center,7,Koghbatsi St,3,Yerevan,107.0,http://www.myrealty.am/en/item/29244/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,2,3.0
2254,38900.0,zero condition,Qanaqer-Zeytun,12,Rubinyants St,2,Yerevan,74.0,http://www.myrealty.am/en/item/30605/2-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,other,8,2.8
519,85000.0,newly repaired,Davtashen,11,Davtashen 4 district,3,Yerevan,101.0,http://www.myrealty.am/en/item/37490/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,monolit,6,3.0
2959,58000.0,newly repaired,Arabkir,5,Arabkir 21 St,3,Yerevan,85.0,http://www.myrealty.am/en/item/18357/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,3.0
6516,75000.0,newly repaired,Center,5,Mashtots Ave,2,Yerevan,36.0,http://www.myrealty.am/en/item/5382/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,2.8
5461,60000.0,newly repaired,Qanaqer-Zeytun,9,A. Tigranyan St,4,Yerevan,74.0,http://www.myrealty.am/en/item/35007/4-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,8,2.8
6675,38000.0,newly repaired,Center,10,D. Demirchyan St,1,Yerevan,44.0,http://www.myrealty.am/en/item/33241/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,9,2.8
3916,62900.0,good,Center,9,D. Demirchyan St,3,Yerevan,78.0,http://www.myrealty.am/en/item/37754/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,4,2.8
3334,72000.0,good,Arabkir,5,Griboedov St,2,Yerevan,61.0,http://www.myrealty.am/en/item/7152/apartment-for-sale-in-Yerevan,1,stone,5,2.8
1853,120000.0,newly repaired,Center,9,Tumanyan St,3,Yerevan,64.0,http://www.myrealty.am/en/item/37177/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,5,2.8
2493,90000.0,zero condition,Center,16,Tsitsernakaberd Highway,3,Yerevan,120.0,http://www.myrealty.am/en/item/31317/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,6,3.0
2105,48000.0,good,Center,11,Koghbatsi St,1,Yerevan,43.0,http://www.myrealty.am/en/item/29464/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,10,2.8
4470,53000.0,newly repaired,Center,14,Tigran Mets Ave,2,Yerevan,68.0,http://www.myrealty.am/en/item/36601/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,3,2.8
5935,145000.0,newly repaired,Center,5,Abovyan St,4,Yerevan,107.0,http://www.myrealty.am/en/item/29583/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.0
4524,85000.0,newly repaired,Erebuni,9,Azatamartikner St,4,Yerevan,99.0,http://www.myrealty.am/en/item/3828/4-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,panel,2,2.8
3524,75000.0,newly repaired,Arabkir,10,Baghramyan av(Arabkir),2,Yerevan,70.0,http://www.myrealty.am/en/item/32068/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,3,2.8
4459,122000.0,newly repaired,Center,11,Paronyan St,3,Yerevan,101.0,http://www.myrealty.am/en/item/16247/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,6,3.0
454,85000.0,good,Qanaqer-Zeytun,5,Sevak St,3,Yerevan,95.0,http://www.myrealty.am/en/item/32377/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,other,4,2.8
1484,42000.0,newly repaired,Arabkir,8,Komitas Ave,2,Yerevan,42.0,http://www.myrealty.am/en/item/19202/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,7,2.8
5119,46000.0,good,Davtashen,9,Davtashen 4 district,2,Yerevan,70.0,http://www.myrealty.am/en/item/35703/2-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,6,2.8
3614,67000.0,zero condition,Center,4,Abovyan St,3,Yerevan,94.0,http://www.myrealty.am/en/item/18639/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,2.8
3254,74000.0,good,Arabkir,5,N. Tigranyan St,3,Yerevan,76.0,http://www.myrealty.am/en/item/5690/apartment-for-sale-in-Yerevan,1,stone,4,2.8
3969,62000.0,newly repaired,Center,5,Charents St,1,Yerevan,52.0,http://www.myrealty.am/en/item/24161/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.2
2354,105000.0,newly repaired,Arabkir,5,Komitas Ave,3,Yerevan,84.0,http://www.myrealty.am/en/item/36859/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,3.0
843,85000.0,zero condition,Center,10,Nar Dos 1 alley,3,Yerevan,105.0,http://www.myrealty.am/en/item/23328/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,9,2.8
5091,42000.0,good,Achapnyak,5,Margaryan St,3,Yerevan,76.0,http://www.myrealty.am/en/item/33023/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,stone,4,2.8
5309,41000.0,good,Arabkir,8,Komitas Ave,2,Yerevan,42.0,http://www.myrealty.am/en/item/23415/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,7,2.8
1556,140000.0,good,Center,4,Isahakyan St,4,Yerevan,93.0,http://www.myrealty.am/en/item/37724/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.2
4869,49000.0,good,Center,7,Saryan St,2,Yerevan,48.0,http://www.myrealty.am/en/item/32212/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,7,2.8
1782,48000.0,good,Malatia-Sebastia,10,Sebastia str,3,Yerevan,100.0,http://www.myrealty.am/en/item/20863/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,2,2.8
855,40000.0,good,Arabkir,5,Komitas Ave,2,Yerevan,56.0,http://www.myrealty.am/en/item/27666/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,2.8
1514,97000.0,newly repaired,Arabkir,9,Azatutyan Ave,3,Yerevan,96.0,http://www.myrealty.am/en/item/21639/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,3,3.0
